age,gender,marital_status,country,place_you_live_in,no_of_family_members_living_with,employment_type,current_industry,current_industry_other,"Number of employees in your organization",total_work_experience,work_experience_with_current_company,current_role_category,current_role_category_other,current_annual_salary,mode_of_working,how_many_days_you_go_to_office,how_many_days_personal_choice_or_prescribed_by_company,if_personal_choice_how_many_days_willing_to_work_in_office,total_commute_time_in_minutes,rating_wfh_hybrid_wfo,factors_influenced_wfo,factors_influenced_wfo_other,factors_influenced_hybrid,factors_influenced_hybrid_other,factors_influenced_wfh,factors_influenced_wfh_other,entry_id,entry_status,created_at
28,Male,Single,India,Town,2,Private,Technology,,10000+,6,0.2,Associates,,11,Hybrid,3,"Prescribed by company",1,30,8,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,17,unread,"2023-02-06 09:26:28"
26,Female,Married,India,Metro,6,Government,Technology,,10000+,6,6,Others,"Data analyst",8,"Complete work from home",,,,30,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Having a more physically active life",,,,16,unread,"2023-02-06 09:22:26"
36,Male,Single,India,Town,3,Private,Technology,,1001-10000,15,15,"Mid-Level Management",,24,"Complete work from office",6,"Prescribed by company",5,30,5,,,"Flexibility - Better Control over work hours and work location, Not all days are as demanding to be in office, Sense of being empowered and trusted, Better Productivity",,,,15,unread,"2023-02-06 09:21:31"
30,Male,Single,India,Town,2,Private,Technology,,10000+,10,1,Others,"Senior Project Engineer",20,"Complete work from home",,,,45,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals",,14,unread,"2023-02-06 09:17:59"
29,Female,Single,India,Urban,0,Private,Technology,,1001-10000,7,3,"Mid-Level Management",,14,Hybrid,2,"Personal choice",,30,6,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,13,unread,"2023-02-06 09:16:32"
37,Male,Married,India,Metro,2,Private,E-commerce,,10000+,14,2,"Mid-Level Management",,,Hybrid,5,"Personal choice",,120,2,"Better interpersonal connect, Better infrastructure, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Having a more physically active life, Better Productivity, Optimize Innovation & Collaboration",,,,,,12,unread,"2023-02-06 09:16:03"
42,Male,Married,India,Metro,4,Private,Technology,,10000+,20,1,"Top Level Management",,,Hybrid,2,"Prescribed by company",3,80,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,11,unread,"2023-02-06 09:13:08"
42,Male,Married,India,Metro,3,Private,Technology,,301-1000,17,13,"Frontline Managers",,,Hybrid,3,"Prescribed by company",2,90,7,,,"Get time to spend with colleagues as well as family, Not all days are as demanding to be in office, Having a more physically active life",,,,10,unread,"2023-02-06 08:53:02"
35,Female,Married,India,Metro,3,Private,Technology,,10000+,13,1,"Mid-Level Management",,37,"Complete work from home",,,,60,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,9,unread,"2023-02-06 02:25:09"
18,Male,Single,India,Metro,5,"Self Employed",Technology,,301-1000,12.5,4,"Top Level Management",,32,Hybrid,2,"Prescribed by company",1,35,4,,,"Get time to spend with colleagues as well as family",,,,8,read,"2023-02-05 16:10:04"
19,Male,Single,India,Metro,1,Private,Technology,,10000+,4,1,Associates,,1,Hybrid,2,"Prescribed by company",1,12,8,,,,,"Avoid the long commute to office, Better Productivity",,7,read,"2023-02-05 12:10:35"
18,Male,Single,India,Metro,5,Private,Technology,,301-1000,12.5,6,"Top Level Management",,30,Hybrid,3,"Prescribed by company",1,30,6,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family",,,,6,unread,"2023-02-05 12:10:32"
18,Male,Single,India,Metro,5,Private,Technology,,301-1000,12.5,7,"Top Level Management",,30,"Complete work from office",3,"Prescribed by company",1,1440,4,,,"Flexibility - Better Control over work hours and work location, Relatively less commute as compared to only working from office",,,,5,unread,"2023-02-05 12:01:36"
